Object	Object type	Relation source	Relation source type	Relation target	Relation target type
alpha 1 type XVIII collagen isoform 2 precursor [Homo sapiens] interacts with glypican 1 precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	alpha 1 type XVIII collagen isoform 2 precursor [Homo sapiens]	Protein	glypican 1 precursor [Homo sapiens]	Protein
nuclear factor kappa-B, subunit 1 [Homo sapiens] interacts with lymphoblastic leukemia derived sequence 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear factor kappa-B, subunit 1 [Homo sapiens]	Protein	lymphoblastic leukemia derived sequence 1 [Homo sapiens]	Protein
v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens] interacts with glycogen synthase kinase 3 beta [Homo sapiens]	Helper_PPI (good experimental evidence)	v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens]	Protein	glycogen synthase kinase 3 beta [Homo sapiens]	Protein
activin A type I receptor precursor [Homo sapiens] interacts with RAB33B, member RAS oncogene family [Homo sapiens]	Helper_PPI (good experimental evidence)	activin A type I receptor precursor [Homo sapiens]	Protein	RAB33B, member RAS oncogene family [Homo sapiens]	Protein
vav 1 oncogene [Homo sapiens] interacts with tyrosine kinase 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	vav 1 oncogene [Homo sapiens]	Protein	tyrosine kinase 2 [Homo sapiens]	Protein
mitogen-activated protein kinase 14 isoform 1 [Homo sapiens] interacts with keratin 18 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase 14 isoform 1 [Homo sapiens]	Protein	keratin 18 [Homo sapiens]	Protein
3-phosphoinositide dependent protein kinase-1 isoform 1 [Homo sapiens] interacts with ral guanine nucleotide dissociation stimulator [Homo sapiens]	Helper_PPI (good experimental evidence)	3-phosphoinositide dependent protein kinase-1 isoform 1 [Homo sapiens]	Protein	ral guanine nucleotide dissociation stimulator [Homo sapiens]	Protein
ribosomal protein S3 [Homo sapiens] interacts with ribosomal protein S6 [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S3 [Homo sapiens]	Protein	ribosomal protein S6 [Homo sapiens]	Protein
syndecan 2 precursor [Homo sapiens] interacts with hepatocyte growth factor isoform 1 preproprotein [Homo sapiens]	Helper_PPI (good experimental evidence)	syndecan 2 precursor [Homo sapiens]	Protein	hepatocyte growth factor isoform 1 preproprotein [Homo sapiens]	Protein
guanine nucleotide binding protein (G protein), alpha 14 [Homo sapiens] interacts with adrenergic, beta-2-, receptor, surface [Homo sapiens]	Helper_PPI (good experimental evidence)	guanine nucleotide binding protein (G protein), alpha 14 [Homo sapiens]	Protein	adrenergic, beta-2-, receptor, surface [Homo sapiens]	Protein
tyrosine kinase 2 [Homo sapiens] interacts with phosphoinositide-3-kinase, regulatory subunit, polypeptide 1 isoform 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	tyrosine kinase 2 [Homo sapiens]	Protein	phosphoinositide-3-kinase, regulatory subunit, polypeptide 1 isoform 2 [Homo sapiens]	Protein
notch1 preproprotein [Homo sapiens] interacts with nuclear factor kappa-B, subunit 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	notch1 preproprotein [Homo sapiens]	Protein	nuclear factor kappa-B, subunit 1 [Homo sapiens]	Protein
CCAAT/enhancer binding protein beta [Homo sapiens] interacts with signal transducer and activator of transcription 5A [Homo sapiens]	Helper_PPI (good experimental evidence)	CCAAT/enhancer binding protein beta [Homo sapiens]	Protein	signal transducer and activator of transcription 5A [Homo sapiens]	Protein
v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens] interacts with nuclear receptor subfamily 4, group A, member 1 isoform a [Homo sapiens]	Helper_PPI (good experimental evidence)	v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens]	Protein	nuclear receptor subfamily 4, group A, member 1 isoform a [Homo sapiens]	Protein
immunoglobulin heavy constant alpha 1 [Homo sapiens] interacts with queuine tRNA-ribosyltransferase domain containing 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	immunoglobulin heavy constant alpha 1 [Homo sapiens]	Protein	queuine tRNA-ribosyltransferase domain containing 1 [Homo sapiens]	Protein
ribosomal protein S8 [Homo sapiens] interacts with eukaryotic translation initiation factor 4E [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S8 [Homo sapiens]	Protein	eukaryotic translation initiation factor 4E [Homo sapiens]	Protein
alpha-1-microglobulin/bikunin precursor [Homo sapiens] interacts with coagulation factor II precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	alpha-1-microglobulin/bikunin precursor [Homo sapiens]	Protein	coagulation factor II precursor [Homo sapiens]	Protein
mitogen-activated protein kinase 3 isoform 2 [Homo sapiens] interacts with ribosomal protein S6 kinase, 90kDa, polypeptide 2 isoform b [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase 3 isoform 2 [Homo sapiens]	Protein	ribosomal protein S6 kinase, 90kDa, polypeptide 2 isoform b [Homo sapiens]	Protein
karyopherin beta 1 [Homo sapiens] interacts with nucleoporin 43kDa [Homo sapiens]	Helper_PPI (good experimental evidence)	karyopherin beta 1 [Homo sapiens]	Protein	nucleoporin 43kDa [Homo sapiens]	Protein
CREBBP/EP300 inhibitor 1 [Homo sapiens] interacts with eukaryotic translation initiation factor 4E binding protein 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	CREBBP/EP300 inhibitor 1 [Homo sapiens]	Protein	eukaryotic translation initiation factor 4E binding protein 1 [Homo sapiens]	Protein
karyopherin alpha 1 [Homo sapiens] interacts with E3 ubiquitin protein ligase, HECT domain containing, 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	karyopherin alpha 1 [Homo sapiens]	Protein	E3 ubiquitin protein ligase, HECT domain containing, 1 [Homo sapiens]	Protein
Janus kinase 2 [Homo sapiens] interacts with signal transducer and activator of transcription 6 [Homo sapiens]	Helper_PPI (good experimental evidence)	Janus kinase 2 [Homo sapiens]	Protein	signal transducer and activator of transcription 6 [Homo sapiens]	Protein
solute carrier family 9 isoform 3 regulator 2 [Homo sapiens] interacts with purinergic receptor P2Y1 [Homo sapiens]	Helper_PPI (good experimental evidence)	solute carrier family 9 isoform 3 regulator 2 [Homo sapiens]	Protein	purinergic receptor P2Y1 [Homo sapiens]	Protein
epidermal growth factor receptor pathway substrate 15 [Homo sapiens] interacts with insulin-like growth factor 1 receptor precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	epidermal growth factor receptor pathway substrate 15 [Homo sapiens]	Protein	insulin-like growth factor 1 receptor precursor [Homo sapiens]	Protein
ribosomal protein S17 [Homo sapiens] interacts with ribosomal protein S6 [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S17 [Homo sapiens]	Protein	ribosomal protein S6 [Homo sapiens]	Protein
SHC (Src homology 2 domain containing) transforming protein 1 isoform p52Shc [Homo sapiens] interacts with amyloid beta A4 protein precursor, isoform a [Homo sapiens]	Helper_PPI (good experimental evidence)	SHC (Src homology 2 domain containing) transforming protein 1 isoform p52Shc [Homo sapiens]	Protein	amyloid beta A4 protein precursor, isoform a [Homo sapiens]	Protein
Janus kinase 2 [Homo sapiens] interacts with suppressor of cytokine signaling 3 [Homo sapiens]	Helper_PPI (good experimental evidence)	Janus kinase 2 [Homo sapiens]	Protein	suppressor of cytokine signaling 3 [Homo sapiens]	Protein
WD repeat domain 8 protein [Homo sapiens] interacts with valosin-containing protein [Homo sapiens]	Helper_PPI (good experimental evidence)	WD repeat domain 8 protein [Homo sapiens]	Protein	valosin-containing protein [Homo sapiens]	Protein
nuclear receptor co-repressor 2 [Homo sapiens] interacts with serum response factor (c-fos serum response element-binding transcription factor) [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear receptor co-repressor 2 [Homo sapiens]	Protein	serum response factor (c-fos serum response element-binding transcription factor) [Homo sapiens]	Protein
sorting nexin 6 isoform b [Homo sapiens] interacts with bone morphogenetic protein receptor, type IB [Homo sapiens]	Helper_PPI (good experimental evidence)	sorting nexin 6 isoform b [Homo sapiens]	Protein	bone morphogenetic protein receptor, type IB [Homo sapiens]	Protein
heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens] interacts with unactive progesterone receptor, 23 kD [Homo sapiens]	Helper_PPI (good experimental evidence)	heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens]	Protein	unactive progesterone receptor, 23 kD [Homo sapiens]	Protein
phospholipid scramblase 1 [Homo sapiens] interacts with DAZ associated protein 2 [Homo sapiens]	Helper_PPI (Two-hybrid)	phospholipid scramblase 1 [Homo sapiens]	Protein	DAZ associated protein 2 [Homo sapiens]	Protein
RAN binding protein 10 [Homo sapiens] interacts with RAN, member RAS oncogene family [Homo sapiens]	Helper_PPI (good experimental evidence)	RAN binding protein 10 [Homo sapiens]	Protein	RAN, member RAS oncogene family [Homo sapiens]	Protein
nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta isoform b [Homo sapiens] interacts with kappa B-ras 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta isoform b [Homo sapiens]	Protein	kappa B-ras 1 [Homo sapiens]	Protein
dual specificity phosphatase 4 isoform 1 [Homo sapiens] interacts with mitogen-activated protein kinase 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	dual specificity phosphatase 4 isoform 1 [Homo sapiens]	Protein	mitogen-activated protein kinase 1 [Homo sapiens]	Protein
actin related protein 2/3 complex subunit 3 [Homo sapiens] interacts with actin-related protein 2 isoform a [Homo sapiens]	Helper_PPI (good experimental evidence)	actin related protein 2/3 complex subunit 3 [Homo sapiens]	Protein	actin-related protein 2 isoform a [Homo sapiens]	Protein
mitogen-activated protein kinase 14 isoform 1 [Homo sapiens] interacts with mitogen-activated protein kinase kinase 3 isoform A [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase 14 isoform 1 [Homo sapiens]	Protein	mitogen-activated protein kinase kinase 3 isoform A [Homo sapiens]	Protein
ubiquitin-conjugating enzyme E2L 3 isoform 1 [Homo sapiens] interacts with Cas-Br-M (murine) ecotropic retroviral transforming sequence [Homo sapiens]	Helper_PPI (good experimental evidence)	ubiquitin-conjugating enzyme E2L 3 isoform 1 [Homo sapiens]	Protein	Cas-Br-M (murine) ecotropic retroviral transforming sequence [Homo sapiens]	Protein
T-cell receptor zeta chain isoform 2 precursor [Homo sapiens] interacts with transferrin receptor [Homo sapiens]	Helper_PPI (good experimental evidence)	T-cell receptor zeta chain isoform 2 precursor [Homo sapiens]	Protein	transferrin receptor [Homo sapiens]	Protein
met proto-oncogene precursor [Homo sapiens] interacts with signal transducer and activator of transcription 3 isoform 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	met proto-oncogene precursor [Homo sapiens]	Protein	signal transducer and activator of transcription 3 isoform 2 [Homo sapiens]	Protein
lipoprotein lipase precursor [Homo sapiens] interacts with LUC7-like 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	lipoprotein lipase precursor [Homo sapiens]	Protein	LUC7-like 2 [Homo sapiens]	Protein
BCL2-like 11 isoform 6 [Homo sapiens] interacts with v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	BCL2-like 11 isoform 6 [Homo sapiens]	Protein	v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens]	Protein
vav 3 oncogene [Homo sapiens] interacts with zyxin [Homo sapiens]	Helper_PPI (good experimental evidence)	vav 3 oncogene [Homo sapiens]	Protein	zyxin [Homo sapiens]	Protein
translocated promoter region (to activated MET oncogene) [Homo sapiens] interacts with sec13-like protein isoform 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	translocated promoter region (to activated MET oncogene) [Homo sapiens]	Protein	sec13-like protein isoform 2 [Homo sapiens]	Protein
phosphoinositide-3-kinase, regulatory subunit, polypeptide 1 isoform 2 [Homo sapiens] interacts with nucleoporin 85kDa [Homo sapiens]	Helper_PPI (good experimental evidence)	phosphoinositide-3-kinase, regulatory subunit, polypeptide 1 isoform 2 [Homo sapiens]	Protein	nucleoporin 85kDa [Homo sapiens]	Protein
proinsulin precursor [Homo sapiens] interacts with insulin receptor substrate 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	proinsulin precursor [Homo sapiens]	Protein	insulin receptor substrate 1 [Homo sapiens]	Protein
transducer of ERBB2, 1 [Homo sapiens] interacts with mitogen-activated protein kinase 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	transducer of ERBB2, 1 [Homo sapiens]	Protein	mitogen-activated protein kinase 1 [Homo sapiens]	Protein
activator of cAMP-responsive element modulator (CREM) in testis [Homo sapiens] interacts with coilin [Homo sapiens]	Helper_PPI (Two-hybrid)	activator of cAMP-responsive element modulator (CREM) in testis [Homo sapiens]	Protein	coilin [Homo sapiens]	Protein
amyloid beta A4 precursor protein-binding, family B, member 1 isoform E9 [Homo sapiens] interacts with cleavage and polyadenylation specific factor 6, 68 kD subunit [Homo sapiens]	Helper_PPI (good experimental evidence)	amyloid beta A4 precursor protein-binding, family B, member 1 isoform E9 [Homo sapiens]	Protein	cleavage and polyadenylation specific factor 6, 68 kD subunit [Homo sapiens]	Protein
v-ski sarcoma viral oncogene homolog [Homo sapiens] interacts with fibulin 1 isoform C precursor [Homo sapiens]	Helper_PPI (Two-hybrid)	v-ski sarcoma viral oncogene homolog [Homo sapiens]	Protein	fibulin 1 isoform C precursor [Homo sapiens]	Protein
protein kinase C and casein kinase substrate in neurons 3 [Homo sapiens] interacts with son of sevenless homolog 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	protein kinase C and casein kinase substrate in neurons 3 [Homo sapiens]	Protein	son of sevenless homolog 1 [Homo sapiens]	Protein
SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 isoform b [Homo sapiens] interacts with proto-oncogene tyrosine-protein kinase SRC [Homo sapiens]	Helper_PPI (good experimental evidence)	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 isoform b [Homo sapiens]	Protein	proto-oncogene tyrosine-protein kinase SRC [Homo sapiens]	Protein
translocated promoter region (to activated MET oncogene) [Homo sapiens] interacts with nucleoporin 155kDa isoform 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	translocated promoter region (to activated MET oncogene) [Homo sapiens]	Protein	nucleoporin 155kDa isoform 2 [Homo sapiens]	Protein
breast cancer 1, early onset isoform 1 [Homo sapiens] interacts with nuclear factor kappa-B, subunit 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	breast cancer 1, early onset isoform 1 [Homo sapiens]	Protein	nuclear factor kappa-B, subunit 1 [Homo sapiens]	Protein
pim-1 oncogene [Homo sapiens] interacts with heat shock protein 90kDa alpha (cytosolic), class A member 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	pim-1 oncogene [Homo sapiens]	Protein	heat shock protein 90kDa alpha (cytosolic), class A member 1 [Homo sapiens]	Protein
CD247 molecule [Homo sapiens] interacts with transferrin receptor [Homo sapiens]	Helper_PPI (good experimental evidence)	CD247 molecule [Homo sapiens]	Protein	transferrin receptor [Homo sapiens]	Protein
albumin precursor [Homo sapiens] interacts with shugoshin-like 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	albumin precursor [Homo sapiens]	Protein	shugoshin-like 2 [Homo sapiens]	Protein
