Object	Object type	Related Gene	Topological rank	Relevance rank	Expression rank	Related objects (Gene elements).Object	Related objects (Gene elements).Object type	Related objects (Gene elements).Pathways
karyopherin alpha 2 [Homo sapiens]	Protein	KPNA2 [Homo sapiens]	26	2	0.9289770092615673	KPNA2 [Homo sapiens];ACAT2 [Homo sapiens];SOAT2 [Homo sapiens];ACOT7 [Homo sapiens];AFF1 [Homo sapiens];AGPS [Homo sapiens];AMY1A [Homo sapiens];ANLN [Homo sapiens];ARNTL2 [Homo sapiens];ASPM [Homo sapiens];ATAD2 [Homo sapiens];AURKA [Homo sapiens];BID [Homo sapiens];BIRC5 [Homo sapiens];BRRN1 [Homo sapiens];BUB1 [Homo sapiens];BUB1B [Homo sapiens];BUB3 [Homo sapiens];C12orf29 [Homo sapiens];C12orf48 [Homo sapiens];C13orf3 [Homo sapiens];C13orf34 [Homo sapiens];C14orf166 [Homo sapiens];C15orf42 [Homo sapiens];C1orf31 [Homo sapiens];C5orf41 [Homo sapiens];C6orf173 [Homo sapiens];C9orf40 [Homo sapiens];CAND1 [Homo sapiens];CAPRIN1 [Homo sapiens];CBX2 [Homo sapiens];CBX3 [Homo sapiens];CBX5 [Homo sapiens];CBX7 [Homo sapiens];CCDC15 [Homo sapiens];CCDC5 [Homo sapiens];CCNA2 [Homo sapiens];CCNB1 [Homo sapiens];CCNB2 [Homo sapiens];CCNF [Homo sapiens];CCT2 [Homo sapiens];CCT6A [Homo sapiens];POLD1 [Homo sapiens];CDC2 [Homo sapiens];CDC20 [Homo sapiens];CDC25C [Homo sapiens];CDC6 [Homo sapiens];CDCA2 [Homo sapiens];CDCA3 [Homo sapiens];CDCA5 [Homo sapiens];CDCA8 [Homo sapiens];CDK6 [Homo sapiens];CDKN3 [Homo sapiens];CENPA [Homo sapiens];CENPE [Homo sapiens];CENPF [Homo sapiens];CENPK [Homo sapiens];CENPL [Homo sapiens];CENPN [Homo sapiens];CHEK1 [Homo sapiens];CKAP2L [Homo sapiens];CKS2 [Homo sapiens];CLIP1 [Homo sapiens];COX4NB [Homo sapiens];COX7A1 [Homo sapiens];CPSF6 [Homo sapiens];CRKRS [Homo sapiens];CSE1L [Homo sapiens];CST1 [Homo sapiens];CSTF2 [Homo sapiens];CSTF3 [Homo sapiens];CTPS [Homo sapiens];DAPK2 [Homo sapiens];DBF4 [Homo sapiens];DDX39 [Homo sapiens];DENR [Homo sapiens];DEPDC1 [Homo sapiens];DGUOK [Homo sapiens];DHX15 [Homo sapiens];DLGAP5 [Homo sapiens];DNAJB11 [Homo sapiens];DNMT1 [Homo sapiens];DONSON [Homo sapiens];TNFSF13B [Homo sapiens];DTL [Homo sapiens];DTYMK [Homo sapiens];DYNLL1 [Homo sapiens];E2F7 [Homo sapiens];ECT2 [Homo sapiens];EDC3 [Homo sapiens];EEF1E1 [Homo sapiens];EIF2S2 [Homo sapiens];EIF4A3 [Homo sapiens];ELOVL6 [Homo sapiens];ENO1 [Homo sapiens];ENTPD7 [Homo sapiens];ERCC6L [Homo sapiens];ESPL1 [Homo sapiens];EXO1 [Homo sapiens];EZH2 [Homo sapiens];FAM149B1 [Homo sapiens];FAM29A [Homo sapiens];FAM54A [Homo sapiens];FAM83D [Homo sapiens];FANCG [Homo sapiens];FANCI [Homo sapiens];FBXL17 [Homo sapiens];FBXL5 [Homo sapiens];FBXO5 [Homo sapiens];FEN1 [Homo sapiens];FOXM1 [Homo sapiens];GABARAPL3 [Homo sapiens];GABPB2 [Homo sapiens];GART [Homo sapiens];GGH [Homo sapiens];GINS4 [Homo sapiens];GMNN [Homo sapiens];GPR155 [Homo sapiens];GPR89A [Homo sapiens];GTSE1 [Homo sapiens];H2AFX [Homo sapiens];H2AFZ [Homo sapiens];HEATR1 [Homo sapiens];HELLS [Homo sapiens];HJURP [Homo sapiens];HMGB2 [Homo sapiens];HMMR [Homo sapiens];HN1 [Homo sapiens];NOTCH1 [Homo sapiens];HNRNPR [Homo sapiens];HNRNPAB [Homo sapiens];ILF2 [Homo sapiens];ILF3 [Homo sapiens];KCTD5 [Homo sapiens];KIAA0020 [Homo sapiens];KIAA0101 [Homo sapiens];KIAA0494 [Homo sapiens];KIF14 [Homo sapiens];KIF18A [Homo sapiens];KIF20A [Homo sapiens];KIF23 [Homo sapiens];KIF2A [Homo sapiens];KIF2C [Homo sapiens];KIF4A [Homo sapiens];KLHDC1 [Homo sapiens];KLHDC5 [Homo sapiens];LMNB2 [Homo sapiens];LRRC59 [Homo sapiens];LRRFIP2 [Homo sapiens];LRRK2 [Homo sapiens];MAD2L1 [Homo sapiens];MAPRE1 [Homo sapiens];MCM10 [Homo sapiens];MCM4 [Homo sapiens];MCM7 [Homo sapiens];MELK [Homo sapiens];MKI67 [Homo sapiens];MLF1IP [Homo sapiens];MTHFD1L [Homo sapiens];MYH11 [Homo sapiens];NASP [Homo sapiens];NCAPD3 [Homo sapiens];NCOA1 [Homo sapiens];NDE1 [Homo sapiens];NEK2 [Homo sapiens];NME1-NME2 [Homo sapiens];NUDCD1 [Homo sapiens];NUDT5 [Homo sapiens];NUF2 [Homo sapiens];NUP205 [Homo sapiens];NUP50 [Homo sapiens];NUSAP1 [Homo sapiens];PAICS [Homo sapiens];PBK [Homo sapiens];PCMTD1 [Homo sapiens];PCNA [Homo sapiens];PDCD11 [Homo sapiens];PGM2 [Homo sapiens];PHF19 [Homo sapiens];PLK1 [Homo sapiens];PLK4 [Homo sapiens];POLE2 [Homo sapiens];POLK [Homo sapiens];POLQ [Homo sapiens];POLR1C [Homo sapiens];POLR1D [Homo sapiens];POP1 [Homo sapiens];BVES [Homo sapiens];PYDC1 [Homo sapiens];PPHLN1 [Homo sapiens];PPIA [Homo sapiens];PPIAL3 [Homo sapiens];PPIL5 [Homo sapiens];PPP1CB [Homo sapiens];PPP1R13B [Homo sapiens];PPP2R1B [Homo sapiens];PRC1 [Homo sapiens];PRDX4 [Homo sapiens];PSAT1 [Homo sapiens];PWP1 [Homo sapiens];R3HDM2 [Homo sapiens];RACGAP1 [Homo sapiens];RAE1 [Homo sapiens];RAN [Homo sapiens];RARS [Homo sapiens];RBM12 [Homo sapiens];RBM15 [Homo sapiens];RCC1 [Homo sapiens];REEP5 [Homo sapiens];RFC3 [Homo sapiens];RFC5 [Homo sapiens];RNASEH2A [Homo sapiens];RPL22L1 [Homo sapiens];RPS19 [Homo sapiens];RRM2 [Homo sapiens];RUVBL1 [Homo sapiens];SAE1 [Homo sapiens];SERBP1 [Homo sapiens];SFPQ [Homo sapiens];SFRS10 [Homo sapiens];SFRS2 [Homo sapiens];SFRS3 [Homo sapiens];SHMT2 [Homo sapiens];SKP1 [Homo sapiens];SKP2 [Homo sapiens];SLBP [Homo sapiens];SLC25A13 [Homo sapiens];SLC7A5 [Homo sapiens];SMC1A [Homo sapiens];SMC4 [Homo sapiens];SNRPA1 [Homo sapiens];SNRPB [Homo sapiens];SNX5 [Homo sapiens];SPAG5 [Homo sapiens];SPC25 [Homo sapiens];SQLE [Homo sapiens];SRPK1 [Homo sapiens];STIL [Homo sapiens];STX5 [Homo sapiens];SUV39H2 [Homo sapiens];SYNCRIP [Homo sapiens];SYNPO2 [Homo sapiens];TACC3 [Homo sapiens];TARS [Homo sapiens];TDP1 [Homo sapiens];TIPIN [Homo sapiens];TK1 [Homo sapiens];TMEM167A [Homo sapiens];TMEM48 [Homo sapiens];TMEM68 [Homo sapiens];TMPO [Homo sapiens];TNS1 [Homo sapiens];TOP2A [Homo sapiens];TPX2 [Homo sapiens];TRIP13 [Homo sapiens];TTK [Homo sapiens];TUBB [Homo sapiens];TUBB2A [Homo sapiens];TUBB2C [Homo sapiens];TUBB3 [Homo sapiens];TYMS [Homo sapiens];UBAP2L [Homo sapiens];UBE2C [Homo sapiens];UBE2N [Homo sapiens];UBE2S [Homo sapiens];UCK2 [Homo sapiens];UMPS [Homo sapiens];WDSOF1 [Homo sapiens];XPO5 [Homo sapiens];YRDC [Homo sapiens];ZBTB16 [Homo sapiens];ZBTB47 [Homo sapiens];ZNF207 [Homo sapiens];ZNF44 [Homo sapiens];ZNF596 [Homo sapiens];ZWILCH [Homo sapiens];ZWINT [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	;Fatty acid metabolism [Homo sapiens];Synthesis and degradation of ketone bodies [Homo sapiens];Valine, leucine and isoleucine degradation [Homo sapiens];Lysine degradation [Homo sapiens];Tryptophan metabolism [Homo sapiens];Pyruvate metabolism [Homo sapiens];Benzoate degradation via CoA ligation [Homo sapiens];Propanoate metabolism [Homo sapiens];Butanoate metabolism [Homo sapiens];Bile acid biosynthesis [Homo sapiens];Polyunsaturated fatty acid biosynthesis [Homo sapiens];Biosynthesis of unsaturated fatty acids [Homo sapiens];;Ether lipid metabolism [Homo sapiens];Starch and sucrose metabolism [Homo sapiens];;Circadian rhythm [Homo sapiens];;;;Natural killer cell mediated cytotoxicity [Homo sapiens];Apoptosis [Homo sapiens];p53 signaling pathway [Homo sapiens];CD8-T-Lymphocyte_Apoptosis_pathway_blood;TNF-alpha-apoptosis;TNFa_T-Lymphocyte_Apoptosis_pathway_blood;Colorectal cancer [Homo sapiens];;Cell cycle [Homo sapiens];Cell cycle [Homo sapiens];Cell cycle [Homo sapiens];;;;;;;;;;;;;;;;;;;Cell cycle [Homo sapiens];Cell cycle [Homo sapiens];p53 signaling pathway [Homo sapiens];Cell cycle [Homo sapiens];p53 signaling pathway [Homo sapiens];;;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Purine metabolism [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Base excision repair [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];Homologous recombination [Homo sapiens];Cell cycle [Homo sapiens];Gap junction [Homo sapiens];p53 signaling pathway [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Cell cycle [Homo sapiens];Cell cycle [Homo sapiens];MAPK signaling pathway [Homo sapiens];Cell cycle [Homo sapiens];;;;;Cell cycle [Homo sapiens];Tight junction [Homo sapiens];Melanoma [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];p53 signaling pathway [Homo sapiens];Pancreatic cancer [Homo sapiens];Glioma [Homo sapiens];Bladder cancer [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Small cell lung cancer [Homo sapiens];Non-small cell lung cancer [Homo sapiens];;;;;;;;Cell cycle [Homo sapiens];p53 signaling pathway [Homo sapiens];;;;;Oxidative phosphorylation [Homo sapiens];Parkinson's disease [Homo sapiens];;;;;AKT-mTOR_regulated_skeletal-muscle-hypertrophy;Insulin-MAPK-PI3K-AKT_pathway_;;Pyrimidine metabolism [Homo sapiens];Bladder cancer [Homo sapiens];Cell cycle [Homo sapiens];;;;Purine metabolism [Homo sapiens];;;;Methionine metabolism [Homo sapiens];;Cytokine-cytokine receptor interaction [Homo sapiens];;Pyrimidine metabolism [Homo sapiens];;;;;;;;Polyunsaturated fatty acid biosynthesis [Homo sapiens];Biosynthesis of unsaturated fatty acids [Homo sapiens];Glycolysis / Gluconeogenesis [Homo sapiens];Folate biosynthesis [Homo sapiens];Starch and sucrose metabolism [Homo sapiens];;Cell cycle [Homo sapiens];Mismatch repair [Homo sapiens];;;;;;;;;;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Base excision repair [Homo sapiens];;;;Purine metabolism [Homo sapiens];One carbon pool by folate [Homo sapiens];Folate biosynthesis [Homo sapiens];;;;;p53 signaling pathway [Homo sapiens];;;;;;;ECM-receptor interaction [Homo sapiens];;Notch signaling pathway [Homo sapiens];Dorso-ventral axis formation [Homo sapiens];;;;;;;;;;;;;;;;;;Cell Communication [Homo sapiens];CD8-T-Lymphocyte_Apoptosis_pathway_blood;FAS-Apoptosis_pathway_blood;TNFa_T-Lymphocyte_Apoptosis_pathway_blood;;;Neurodegenerative Diseases [Homo sapiens];Parkinson's disease [Homo sapiens];Cell cycle [Homo sapiens];;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Cell cycle [Homo sapiens];DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Cell cycle [Homo sapiens];;;;Glyoxylate and dicarboxylate metabolism [Homo sapiens];One carbon pool by folate [Homo sapiens];Focal adhesion [Homo sapiens];Tight junction [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];;;;;;;;Purine metabolism [Homo sapiens];Folate biosynthesis [Homo sapiens];Starch and sucrose metabolism [Homo sapiens];;;;;Purine metabolism [Homo sapiens];;;Cell cycle [Homo sapiens];DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Base excision repair [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];;Fructose and mannose metabolism [Homo sapiens];;Cell cycle [Homo sapiens];;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Purine metabolism [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Base excision repair [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];Homologous recombination [Homo sapiens];DNA polymerase [Homo sapiens];DNA polymerase [Homo sapiens];RNA polymerase [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Purine metabolism [Homo sapiens];RNA polymerase [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Purine metabolism [Homo sapiens];;;;;;;;Regulation of actin cytoskeleton [Homo sapiens];Focal adhesion [Homo sapiens];Long-term potentiation [Homo sapiens];Insulin signaling pathway [Homo sapiens];;TGF-beta signaling pathway [Homo sapiens];Wnt signaling pathway [Homo sapiens];Tight junction [Homo sapiens];Long-term depression [Homo sapiens];;;Glycine, serine and threonine metabolism [Homo sapiens];Vitamin B6 metabolism [Homo sapiens];;;;;;Arginine and proline metabolism [Homo sapiens];Aminoacyl-tRNA biosynthesis [Homo sapiens];;;;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Ribosome [Homo sapiens];AKT-mTOR_regulated_skeletal-muscle-hypertrophy;Insulin-MAPK-PI3K-AKT_pathway_;p53 signaling pathway [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Purine metabolism [Homo sapiens];Glutathione metabolism [Homo sapiens];Wnt signaling pathway [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];;;;;;Glycine, serine and threonine metabolism [Homo sapiens];Cyanoamino acid metabolism [Homo sapiens];One carbon pool by folate [Homo sapiens];Methane metabolism [Homo sapiens];Lysine degradation [Homo sapiens];;Small cell lung cancer [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Cell cycle [Homo sapiens];Wnt signaling pathway [Homo sapiens];Hedgehog signaling pathway [Homo sapiens];;;;Cell cycle [Homo sapiens];;;;;;;Terpenoid biosynthesis [Homo sapiens];Biosynthesis of steroids [Homo sapiens];;;SNARE interactions in vesicular transport [Homo sapiens];Lysine degradation [Homo sapiens];;;;Glycine, serine and threonine metabolism [Homo sapiens];Aminoacyl-tRNA biosynthesis [Homo sapiens];;;Pyrimidine metabolism [Homo sapiens];Drug metabolism - other enzymes [Homo sapiens];;;;;;;;;;Gap junction [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];Gap junction [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];Gap junction [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];Gap junction [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];Pyrimidine metabolism [Homo sapiens];One carbon pool by folate [Homo sapiens];;Ubiquitin mediated proteolysis [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Drug metabolism - other enzymes [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Drug metabolism - other enzymes [Homo sapiens];;;;Acute myeloid leukemia [Homo sapiens];;;;;;
karyopherin alpha 6 [Homo sapiens]	Protein	KPNA6 [Homo sapiens]	7	1	1.18906606747856	KPNA6 [Homo sapiens];ADRM1 [Homo sapiens];AKT1S1 [Homo sapiens];ARHGDIA [Homo sapiens];C16orf72 [Homo sapiens];AKIRIN1 [Homo sapiens];CDV3 [Homo sapiens];DRAP1 [Homo sapiens];FAM62B [Homo sapiens];FOXK2 [Homo sapiens];GRPEL2 [Homo sapiens];KCTD5 [Homo sapiens];MAPKAP1 [Homo sapiens];MAPKAPK2 [Homo sapiens];MCL1 [Homo sapiens];MFN2 [Homo sapiens];MRPL30 [Homo sapiens];MTMR1 [Homo sapiens];NFYC [Homo sapiens];PAK2 [Homo sapiens];PKN2 [Homo sapiens];PATL1 [Homo sapiens];PCYT1A [Homo sapiens];POLDIP3 [Homo sapiens];PRUNE [Homo sapiens];PSME4 [Homo sapiens];RAD23B [Homo sapiens];RXRB [Homo sapiens];SENP3 [Homo sapiens];SUPT6H [Homo sapiens];TRIM8 [Homo sapiens];UBE3C [Homo sapiens];WDR1 [Homo sapiens];ZDHHC5 [Homo sapiens];ZNF259 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	;;;;;;;;;;;;;VEGF signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];IGF1-MAPK_pathway_blood;IGF1_MAPK pathway;TNF-MAPK;;;;Aminosugars metabolism [Homo sapiens];Riboflavin metabolism [Homo sapiens];Fructose and mannose metabolism [Homo sapiens];Thiamine metabolism [Homo sapiens];Antigen processing and presentation [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Focal adhesion [Homo sapiens];Axon guidance [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Renal cell carcinoma [Homo sapiens];ErbB signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens];;;Glycerophospholipid metabolism [Homo sapiens];Aminophosphonate metabolism [Homo sapiens];;Purine metabolism [Homo sapiens];;Nucleotide excision repair [Homo sapiens];Adipocytokine signaling pathway [Homo sapiens];PPAR signaling pathway [Homo sapiens];Thyroid cancer [Homo sapiens];Small cell lung cancer [Homo sapiens];Non-small cell lung cancer [Homo sapiens];;;;Ubiquitin mediated proteolysis [Homo sapiens];;;
karyopherin beta 1 [Homo sapiens]	Protein	KPNB1 [Homo sapiens]	68	1	1.0241234406661677	KPNB1 [Homo sapiens];GPATCH4 [Homo sapiens];ISG20L2 [Homo sapiens];LMNB1 [Homo sapiens];NCAPG2 [Homo sapiens];NCOA1 [Homo sapiens];POMZP3 [Homo sapiens];PRKDC [Homo sapiens];PSMC3IP [Homo sapiens];RSPRY1 [Homo sapiens];SLC4A4 [Homo sapiens];SLC4A5 [Homo sapiens];SMN1 [Homo sapiens];THOC2 [Homo sapiens];YWHAB [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	;;;Cell Communication [Homo sapiens];;;;Cell cycle [Homo sapiens];;;;;;;Cell cycle [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens]
keratin 8 [Homo sapiens]	Protein	KRT8 [Homo sapiens]	19	1	0.832652140304989	KRT8 [Homo sapiens];AP1M2 [Homo sapiens];BRSK2 [Homo sapiens];C19orf21 [Homo sapiens];DLEC1 [Homo sapiens];DSPP [Homo sapiens];DSP [Homo sapiens];EIF6 [Homo sapiens];ELF3 [Homo sapiens];EPAS1 [Homo sapiens];HIAT1 [Homo sapiens];IRGM [Homo sapiens];ITGA8 [Homo sapiens];KRT18 [Homo sapiens];LIN37 [Homo sapiens];MYO5B [Homo sapiens];NARG1 [Homo sapiens];NUDT7 [Homo sapiens];RIPK4 [Homo sapiens];SDK2 [Homo sapiens];TMEM30B [Homo sapiens];TUBGCP6 [Homo sapiens];ZNF423 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	Cell Communication [Homo sapiens];;;;;;;;;Renal cell carcinoma [Homo sapiens];;;ECM-receptor interaction [Homo sapiens];Cell adhesion molecules (CAMs) [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Focal adhesion [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];Cell Communication [Homo sapiens];;;;;;;;;
keratin 9 [Homo sapiens]	Protein	KRT9 [Homo sapiens]	10	0	0.7733939273655097	KRT9 [Homo sapiens]	Gene	Cell Communication [Homo sapiens]
keratin 10 [Homo sapiens]	Protein	KRT10 [Homo sapiens]	10	1	0.978109587043246	KRT10 [Homo sapiens]	Gene	Cell Communication [Homo sapiens]
keratin 14 [Homo sapiens]	Protein	KRT14 [Homo sapiens]	8	1	1.141138375124917	KRT14 [Homo sapiens]	Gene	Cell Communication [Homo sapiens]
keratin 16 [Homo sapiens]	Protein	KRT16 [Homo sapiens]	4	1	0.8248806181331	KRT16 [Homo sapiens]	Gene	Cell Communication [Homo sapiens]
keratin 18 [Homo sapiens]	Protein	KRT18 [Homo sapiens]	42	0	0.656939347785037	KRT18 [Homo sapiens]	Gene	Pathogenic Escherichia coli infection [Homo sapiens];Cell Communication [Homo sapiens]
keratin 19 [Homo sapiens]	Protein	KRT19 [Homo sapiens]	16	1	0.7320917103331044	KRT19 [Homo sapiens];AGR2 [Homo sapiens];C1orf172 [Homo sapiens];CD24 [Homo sapiens];CDH1 [Homo sapiens];FZR1 [Homo sapiens];CLDN4 [Homo sapiens];CLDN7 [Homo sapiens];F11R [Homo sapiens];PRSS8 [Homo sapiens];RBM35A [Homo sapiens];TACSTD1 [Homo sapiens];TACSTD2 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	Cell Communication [Homo sapiens];;;Hematopoietic cell lineage [Homo sapiens];Adherens junction [Homo sapiens];Cell adhesion molecules (CAMs) [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Thyroid cancer [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];Melanoma [Homo sapiens];Bladder cancer [Homo sapiens];Endometrial cancer [Homo sapiens];Cell cycle [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Tight junction [Homo sapiens];Cell adhesion molecules (CAMs) [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];Tight junction [Homo sapiens];Cell adhesion molecules (CAMs) [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];Tight junction [Homo sapiens];Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];Cell adhesion molecules (CAMs) [Homo sapiens];;;;
keratin 20 [Homo sapiens]	Protein	KRT20 [Homo sapiens]	17	1	0.9307265154540184	KRT20 [Homo sapiens]	Gene	Cell Communication [Homo sapiens]
keratin associated protein 4-12 [Homo sapiens]	Protein	KRTAP4-12 [Homo sapiens]	82	1	0.916234010490624	KRTAP4-12 [Homo sapiens]	Gene	
type I hair keratin 3B [Homo sapiens]	Protein	KRTHA3B [Homo sapiens]	5	1	0.9440313848410864	KRTHA3B [Homo sapiens]	Gene	Cell Communication [Homo sapiens]
L1 cell adhesion molecule isoform 1 precursor [Homo sapiens]	Protein	L1CAM [Homo sapiens]	18	1	0.9177548298135337	L1CAM [Homo sapiens]	Gene	Axon guidance [Homo sapiens];Cell adhesion molecules (CAMs) [Homo sapiens]
Lysosomal associated multispanning membrane protein 5 [Homo sapiens]	Protein	LAPTM5 [Homo sapiens]	0	2	0.8517812983879544	LAPTM5 [Homo sapiens]	Gene	
linker for activation of T cells isoform b [Homo sapiens]	Protein	LAT [Homo sapiens]	28	0	0.42027058390081	LAT [Homo sapiens]	Gene	Natural killer cell mediated cytotoxicity [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens]
lymphocyte-specific protein tyrosine kinase [Homo sapiens]	Protein	LCK [Homo sapiens]	77	1	0.41037648006674265	LCK [Homo sapiens]	Gene	Natural killer cell mediated cytotoxicity [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Primary immunodeficiency [Homo sapiens]
lymphoid enhancer binding factor-1 [Homo sapiens]	Protein	LEF1 [Homo sapiens]	20	1	0.44913663762075967	LEF1 [Homo sapiens]	Gene	Wnt signaling pathway [Homo sapiens];Adherens junction [Homo sapiens];Melanogenesis [Homo sapiens];Colorectal cancer [Homo sapiens];Endometrial cancer [Homo sapiens];Prostate cancer [Homo sapiens];Thyroid cancer [Homo sapiens];Basal cell carcinoma [Homo sapiens];Acute myeloid leukemia [Homo sapiens]
leptin precursor [Homo sapiens]	Protein	LEP [Homo sapiens]	6	1	1.27346398416693	LEP [Homo sapiens]	Gene	Adipocytokine signaling pathway [Homo sapiens];Cytokine-cytokine receptor interaction [Homo sapiens];Neuroactive ligand-receptor interaction [Homo sapiens];Jak-STAT signaling pathway [Homo sapiens]
LIM domain kinase 1 isoform 1 [Homo sapiens]	Protein	LIMK1 [Homo sapiens]	17	1	1.072548907018481	LIMK1 [Homo sapiens]	Gene	Axon guidance [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens]
