Object	Object type	Relation source	Relation source type	Relation target	Relation target type
mitogen-activated protein kinase kinase kinase 1 [Homo sapiens] interacts with TNF receptor-associated factor 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase kinase kinase 1 [Homo sapiens]	Protein	TNF receptor-associated factor 2 [Homo sapiens]	Protein
inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta [Homo sapiens] interacts with mitogen-activated protein kinase kinase kinase 14 [Homo sapiens]	Helper_PPI (good experimental evidence)	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta [Homo sapiens]	Protein	mitogen-activated protein kinase kinase kinase 14 [Homo sapiens]	Protein
myc proto-oncogene protein [Homo sapiens] interacts with exportin 5 [Homo sapiens]	Helper_PPI (good experimental evidence)	myc proto-oncogene protein [Homo sapiens]	Protein	exportin 5 [Homo sapiens]	Protein
heat shock protein 90kDa alpha (cytosolic), class A member 1 [Homo sapiens] interacts with 3-phosphoinositide dependent protein kinase-1 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	heat shock protein 90kDa alpha (cytosolic), class A member 1 [Homo sapiens]	Protein	3-phosphoinositide dependent protein kinase-1 isoform 1 [Homo sapiens]	Protein
v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens] interacts with nuclear receptor subfamily 4, group A, member 1 isoform a [Homo sapiens]	Helper_PPI (good experimental evidence)	v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens]	Protein	nuclear receptor subfamily 4, group A, member 1 isoform a [Homo sapiens]	Protein
conserved helix-loop-helix ubiquitous kinase [Homo sapiens] interacts with heat shock 70kDa protein 1B [Homo sapiens]	Helper_PPI (good experimental evidence)	conserved helix-loop-helix ubiquitous kinase [Homo sapiens]	Protein	heat shock 70kDa protein 1B [Homo sapiens]	Protein
growth factor receptor-bound protein 2 isoform 1 [Homo sapiens] interacts with heat shock 70kDa protein 1B [Homo sapiens]	Helper_PPI (good experimental evidence)	growth factor receptor-bound protein 2 isoform 1 [Homo sapiens]	Protein	heat shock 70kDa protein 1B [Homo sapiens]	Protein
nuclear cap binding protein subunit 2, 20kDa [Homo sapiens] interacts with LSM2 homolog, U6 small nuclear RNA associated [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear cap binding protein subunit 2, 20kDa [Homo sapiens]	Protein	LSM2 homolog, U6 small nuclear RNA associated [Homo sapiens]	Protein
mitogen-activated protein kinase 1 [Homo sapiens] interacts with SHC (Src homology 2 domain containing) transforming protein 1 isoform p52Shc [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase 1 [Homo sapiens]	Protein	SHC (Src homology 2 domain containing) transforming protein 1 isoform p52Shc [Homo sapiens]	Protein
nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) [Homo sapiens] interacts with ribosomal protein S19 [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) [Homo sapiens]	Protein	ribosomal protein S19 [Homo sapiens]	Protein
p21-activated kinase 2 [Homo sapiens] interacts with solute carrier family 36 (proton/amino acid symporter), member 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	p21-activated kinase 2 [Homo sapiens]	Protein	solute carrier family 36 (proton/amino acid symporter), member 2 [Homo sapiens]	Protein
nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta isoform b [Homo sapiens] interacts with ribosomal protein L35a [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta isoform b [Homo sapiens]	Protein	ribosomal protein L35a [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with ribosomal protein P0 [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	ribosomal protein P0 [Homo sapiens]	Protein
integrin-linked kinase [Homo sapiens] interacts with Ewing sarcoma breakpoint region 1 isoform EWS [Homo sapiens]	Helper_PPI (good experimental evidence)	integrin-linked kinase [Homo sapiens]	Protein	Ewing sarcoma breakpoint region 1 isoform EWS [Homo sapiens]	Protein
solute carrier family 25, member A6 [Homo sapiens] interacts with guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1 [Homo sapiens]	Helper_PPI (Two-hybrid)	solute carrier family 25, member A6 [Homo sapiens]	Protein	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1 [Homo sapiens]	Protein
IKK-related kinase epsilon [Homo sapiens] interacts with ribosomal protein S16 [Homo sapiens]	Helper_PPI (good experimental evidence)	IKK-related kinase epsilon [Homo sapiens]	Protein	ribosomal protein S16 [Homo sapiens]	Protein
nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) [Homo sapiens] interacts with ribosomal protein S27 [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) [Homo sapiens]	Protein	ribosomal protein S27 [Homo sapiens]	Protein
mitogen-activated protein kinase kinase kinase 1 [Homo sapiens] interacts with CDC37 homolog [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase kinase kinase 1 [Homo sapiens]	Protein	CDC37 homolog [Homo sapiens]	Protein
TANK-binding kinase 1 [Homo sapiens] interacts with heat shock 70kDa protein 1B [Homo sapiens]	Helper_PPI (good experimental evidence)	TANK-binding kinase 1 [Homo sapiens]	Protein	heat shock 70kDa protein 1B [Homo sapiens]	Protein
similar to 40S ribosomal protein S26 [Homo sapiens] interacts with ribosomal protein S6 [Homo sapiens]	Helper_PPI (good experimental evidence)	similar to 40S ribosomal protein S26 [Homo sapiens]	Protein	ribosomal protein S6 [Homo sapiens]	Protein
growth factor receptor-bound protein 2 isoform 1 [Homo sapiens] interacts with ribosomal protein L31 [Homo sapiens]	Helper_PPI (good experimental evidence)	growth factor receptor-bound protein 2 isoform 1 [Homo sapiens]	Protein	ribosomal protein L31 [Homo sapiens]	Protein
mutated in colorectal cancers [Homo sapiens] interacts with mitogen-activated protein kinase-activated protein kinase 2 isoform 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	mutated in colorectal cancers [Homo sapiens]	Protein	mitogen-activated protein kinase-activated protein kinase 2 isoform 2 [Homo sapiens]	Protein
growth factor receptor-bound protein 2 isoform 1 [Homo sapiens] interacts with ribosomal protein L26 [Homo sapiens]	Helper_PPI (good experimental evidence)	growth factor receptor-bound protein 2 isoform 1 [Homo sapiens]	Protein	ribosomal protein L26 [Homo sapiens]	Protein
beta actin [Homo sapiens] interacts with ribosomal protein P1 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	beta actin [Homo sapiens]	Protein	ribosomal protein P1 isoform 1 [Homo sapiens]	Protein
glycogen synthase kinase 3 beta [Homo sapiens] interacts with fusion (involved in t(12;16) in malignant liposarcoma) isoform b [Homo sapiens]	Helper_PPI (good experimental evidence)	glycogen synthase kinase 3 beta [Homo sapiens]	Protein	fusion (involved in t(12;16) in malignant liposarcoma) isoform b [Homo sapiens]	Protein
v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens] interacts with heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens]	Protein	heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens]	Protein
vinculin isoform VCL [Homo sapiens] interacts with cytochrome c [Homo sapiens]	Helper_PPI (good experimental evidence)	vinculin isoform VCL [Homo sapiens]	Protein	cytochrome c [Homo sapiens]	Protein
IKK-related kinase epsilon [Homo sapiens] interacts with ribosomal protein L36 [Homo sapiens]	Helper_PPI (good experimental evidence)	IKK-related kinase epsilon [Homo sapiens]	Protein	ribosomal protein L36 [Homo sapiens]	Protein
heterogeneous nuclear ribonucleoprotein K isoform a [Homo sapiens] interacts with nuclear cap binding protein subunit 2, 20kDa [Homo sapiens]	Helper_PPI (Two-hybrid)	heterogeneous nuclear ribonucleoprotein K isoform a [Homo sapiens]	Protein	nuclear cap binding protein subunit 2, 20kDa [Homo sapiens]	Protein
cystic fibrosis transmembrane conductance regulator, ATP-binding cassette (sub-family C, member 7) [Homo sapiens] interacts with phosphoinositide-3-kinase, catalytic, gamma polypeptide [Homo sapiens]	Helper_PPI (good experimental evidence)	cystic fibrosis transmembrane conductance regulator, ATP-binding cassette (sub-family C, member 7) [Homo sapiens]	Protein	phosphoinositide-3-kinase, catalytic, gamma polypeptide [Homo sapiens]	Protein
ubiquitin and ribosomal protein L40 precursor [Homo sapiens] interacts with v-yes-1 Yamaguchi sarcoma viral related oncogene homolog [Homo sapiens]	Helper_PPI (good experimental evidence)	ubiquitin and ribosomal protein L40 precursor [Homo sapiens]	Protein	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog [Homo sapiens]	Protein
protein kinase D1 [Homo sapiens] interacts with v-jun avian sarcoma virus 17 oncogene homolog [Homo sapiens]	Helper_PPI (good experimental evidence)	protein kinase D1 [Homo sapiens]	Protein	v-jun avian sarcoma virus 17 oncogene homolog [Homo sapiens]	Protein
inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta [Homo sapiens] interacts with heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa) [Homo sapiens]	Helper_PPI (good experimental evidence)	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta [Homo sapiens]	Protein	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa) [Homo sapiens]	Protein
ribosomal protein S5 [Homo sapiens] interacts with ribosomal protein S6 [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S5 [Homo sapiens]	Protein	ribosomal protein S6 [Homo sapiens]	Protein
growth factor receptor-bound protein 2 isoform 1 [Homo sapiens] interacts with eukaryotic translation initiation factor 4A, isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	growth factor receptor-bound protein 2 isoform 1 [Homo sapiens]	Protein	eukaryotic translation initiation factor 4A, isoform 1 [Homo sapiens]	Protein
mitogen-activated protein kinase kinase kinase 1 [Homo sapiens] interacts with translocase of inner mitochondrial membrane 50 homolog [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase kinase kinase 1 [Homo sapiens]	Protein	translocase of inner mitochondrial membrane 50 homolog [Homo sapiens]	Protein
BCL2-like 11 isoform 6 [Homo sapiens] interacts with v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	BCL2-like 11 isoform 6 [Homo sapiens]	Protein	v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens]	Protein
platelet-activating factor acetylhydrolase, isoform Ib, gamma subunit 29kDa [Homo sapiens] interacts with transcriptional intermediary factor 1 alpha isoform b [Homo sapiens]	Helper_PPI (Two-hybrid)	platelet-activating factor acetylhydrolase, isoform Ib, gamma subunit 29kDa [Homo sapiens]	Protein	transcriptional intermediary factor 1 alpha isoform b [Homo sapiens]	Protein
v-raf-1 murine leukemia viral oncogene homolog 1 [Homo sapiens] interacts with mitogen-activated protein kinase kinase 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	v-raf-1 murine leukemia viral oncogene homolog 1 [Homo sapiens]	Protein	mitogen-activated protein kinase kinase 2 [Homo sapiens]	Protein
RNA-binding protein S1, serine-rich domain [Homo sapiens] interacts with poly(A) binding protein, cytoplasmic 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	RNA-binding protein S1, serine-rich domain [Homo sapiens]	Protein	poly(A) binding protein, cytoplasmic 1 [Homo sapiens]	Protein
ribosomal protein L36 [Homo sapiens] interacts with receptor-interacting serine-threonine kinase 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein L36 [Homo sapiens]	Protein	receptor-interacting serine-threonine kinase 2 [Homo sapiens]	Protein
3-phosphoinositide dependent protein kinase-1 isoform 1 [Homo sapiens] interacts with ribosomal protein S6 kinase, 70kDa, polypeptide 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	3-phosphoinositide dependent protein kinase-1 isoform 1 [Homo sapiens]	Protein	ribosomal protein S6 kinase, 70kDa, polypeptide 1 [Homo sapiens]	Protein
IKK-related kinase epsilon [Homo sapiens] interacts with ribosomal protein L31 [Homo sapiens]	Helper_PPI (good experimental evidence)	IKK-related kinase epsilon [Homo sapiens]	Protein	ribosomal protein L31 [Homo sapiens]	Protein
TRAF2 and NCK interacting kinase [Homo sapiens] interacts with inosine monophosphate dehydrogenase 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	TRAF2 and NCK interacting kinase [Homo sapiens]	Protein	inosine monophosphate dehydrogenase 2 [Homo sapiens]	Protein
paxillin [Homo sapiens] interacts with ribosomal protein S6 [Homo sapiens]	Helper_PPI (good experimental evidence)	paxillin [Homo sapiens]	Protein	ribosomal protein S6 [Homo sapiens]	Protein
heat shock 90kDa protein 1, beta [Homo sapiens] interacts with heat shock 70kDa protein 1B [Homo sapiens]	Helper_PPI (good experimental evidence)	heat shock 90kDa protein 1, beta [Homo sapiens]	Protein	heat shock 70kDa protein 1B [Homo sapiens]	Protein
ribosomal protein S26 [Homo sapiens] interacts with ribosomal protein S6 [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S26 [Homo sapiens]	Protein	ribosomal protein S6 [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa [Homo sapiens]	Protein
ubiquitin and ribosomal protein S27a precursor [Homo sapiens] interacts with ribosomal protein S6 [Homo sapiens]	Helper_PPI (good experimental evidence)	ubiquitin and ribosomal protein S27a precursor [Homo sapiens]	Protein	ribosomal protein S6 [Homo sapiens]	Protein
v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens] interacts with myogenin [Homo sapiens]	Helper_PPI (good experimental evidence)	v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens]	Protein	myogenin [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with solute carrier family 36 (proton/amino acid symporter), member 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	solute carrier family 36 (proton/amino acid symporter), member 2 [Homo sapiens]	Protein
nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) [Homo sapiens] interacts with heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) [Homo sapiens]	Protein	heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens]	Protein
40S ribosomal protein S3a [Homo sapiens] interacts with ribosomal protein S6 [Homo sapiens]	Helper_PPI (good experimental evidence)	40S ribosomal protein S3a [Homo sapiens]	Protein	ribosomal protein S6 [Homo sapiens]	Protein
c-src tyrosine kinase [Homo sapiens] interacts with paxillin [Homo sapiens]	Helper_PPI (good experimental evidence)	c-src tyrosine kinase [Homo sapiens]	Protein	paxillin [Homo sapiens]	Protein
paxillin [Homo sapiens] interacts with tyrosine 3/tryptophan 5 -monooxygenase activation protein, zeta polypeptide [Homo sapiens]	Helper_PPI (good experimental evidence)	paxillin [Homo sapiens]	Protein	tyrosine 3/tryptophan 5 -monooxygenase activation protein, zeta polypeptide [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with ribosomal protein L10 [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	ribosomal protein L10 [Homo sapiens]	Protein
