Object	Object type	Related Gene	Topological rank	Relevance rank	Expression rank	Related objects (Gene elements).Object	Related objects (Gene elements).Object type	Related objects (Gene elements).Pathways
mitogen-activated protein kinase kinase 1 [Homo sapiens]	Protein	MAP2K1 [Homo sapiens]	29	1	1.1073585179769667	MAP2K1 [Homo sapiens]	Gene	Focal adhesion [Homo sapiens];Pancreatic cancer [Homo sapiens];Colorectal cancer [Homo sapiens];MAPK signaling pathway [Homo sapiens];Dorso-ventral axis formation [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];Glioma [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Long-term potentiation [Homo sapiens];Insulin signaling pathway [Homo sapiens];Long-term depression [Homo sapiens];VEGF signaling pathway [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];Gap junction [Homo sapiens];GnRH signaling pathway [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Melanoma [Homo sapiens];Thyroid cancer [Homo sapiens];Bladder cancer [Homo sapiens];Renal cell carcinoma [Homo sapiens];Non-small cell lung cancer [Homo sapiens];Endometrial cancer [Homo sapiens];Prostate cancer [Homo sapiens];ErbB signaling pathway [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Melanogenesis [Homo sapiens];IL1B-MAPK-MUC5AC_pathway_lung;IL17_IL6_MUC5B_pathway_lung;IGF1-MAPK_pathway_blood;IGF1_MAPK pathway;IL-6_signaling_pathway;IL13_MUC5AC_pathway_lung;IL1B-MAPK-MUC2-MUC5AC_pathway_lung;IL1B_MAPK_MUC2_MUC5AC_pathway_lung;Insulin-MAPK-PI3K-AKT_pathway_;muscle_angiogenesis_pathway_blood;ROS_JNK_ERK_pathway_lung;ROS_MAPKs_MMP1_pathway_lung;ROS_TGFa_EGFR_pathway_lung;TGFbeta_signaling_pathway;TNFa-MUC5AC_pathway_lung;TNFa-VEGF_pathway_blood;TNFa_MUC5AC_pathway_lung
mitogen-activated protein kinase kinase 2 [Homo sapiens]	Protein	MAP2K2 [Homo sapiens]	16	2	0.975370817756847	MAP2K2 [Homo sapiens]	Gene	MAPK signaling pathway [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];Glioma [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Long-term potentiation [Homo sapiens];Insulin signaling pathway [Homo sapiens];Long-term depression [Homo sapiens];VEGF signaling pathway [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];Gap junction [Homo sapiens];GnRH signaling pathway [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Melanoma [Homo sapiens];Thyroid cancer [Homo sapiens];Bladder cancer [Homo sapiens];Renal cell carcinoma [Homo sapiens];Non-small cell lung cancer [Homo sapiens];Endometrial cancer [Homo sapiens];Prostate cancer [Homo sapiens];ErbB signaling pathway [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Melanogenesis [Homo sapiens];Focal adhesion [Homo sapiens];Colorectal cancer [Homo sapiens];Pancreatic cancer [Homo sapiens];IL1B-MAPK-MUC5AC_pathway_lung;IL17_IL6_MUC5B_pathway_lung;IGF1-MAPK_pathway_blood;IGF1_MAPK pathway;IL-6_signaling_pathway;IL13_MUC5AC_pathway_lung;IL1B-MAPK-MUC2-MUC5AC_pathway_lung;IL1B_MAPK_MUC2_MUC5AC_pathway_lung;Insulin-MAPK-PI3K-AKT_pathway_;ROS_JNK_ERK_pathway_lung;ROS_MAPKs_MMP1_pathway_lung;ROS_TGFa_EGFR_pathway_lung;TNFa-MUC5AC_pathway_lung;TNFa_MUC5AC_pathway_lung
mitogen-activated protein kinase kinase 4 [Homo sapiens]	Protein	MAP2K4 [Homo sapiens]	14	1	1.0749100310839377	MAP2K4 [Homo sapiens]	Gene	Fc epsilon RI signaling pathway [Homo sapiens];GnRH signaling pathway [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];ErbB signaling pathway [Homo sapiens];Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens];MAPK signaling pathway [Homo sapiens]
mitogen-activated protein kinase kinase kinase 1 [Homo sapiens]	Protein	MAP3K1 [Homo sapiens]	146	1	0.7195125336269917	MAP3K1 [Homo sapiens]	Gene	MAPK signaling pathway [Homo sapiens];GnRH signaling pathway [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Gap junction [Homo sapiens];elastase_NFkB_IL8_pathway_lung;IL1B_NFkB_TGFB1_pathway_lung;TNF-MAPK;TNFa-MUC5AC_pathway_lung;TNFa-VEGF_pathway_blood;TNFa_MUC5AC_pathway_lung;TNF_IL1B_NFkB_pathway_lung;TNF_involves_NFkB-cJUN-AFT_
mitogen-activated protein kinase kinase kinase 3 isoform 2 [Homo sapiens]	Protein	MAP3K3 [Homo sapiens]	188	2	0.9286087975005507	MAP3K3 [Homo sapiens]	Gene	GnRH signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];Gap junction [Homo sapiens]
mitogen-activated protein kinase kinase kinase 5 [Homo sapiens]	Protein	MAP3K5 [Homo sapiens]	12	1	0.8376132382487397	MAP3K5 [Homo sapiens]	Gene	MAPK signaling pathway [Homo sapiens];TNF-MAPK
mitogen-activated protein kinase kinase kinase 7 isoform A [Homo sapiens]	Protein	MAP3K7 [Homo sapiens]	85	0	0.9844742922190509	MAP3K7 [Homo sapiens]	Gene	Adherens junction [Homo sapiens];MAPK signaling pathway [Homo sapiens];Wnt signaling pathway [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];IL1B_NFkB_TGFB1_pathway_lung;TGFbeta_signaling_pathway;TLR4-AP1_pathway_blood
mitogen-activated protein kinase kinase kinase 7 interacting protein 1 isoform alpha [Homo sapiens]	Protein	MAP3K7IP1 [Homo sapiens]	40	0	0.8771608715490246	MAP3K7IP1 [Homo sapiens]	Gene	MAPK signaling pathway [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];IL1B_NFkB_TGFB1_pathway_lung;TGFbeta_signaling_pathway;TNF_IL1B_NFkB_pathway_lung
mitogen-activated protein kinase kinase kinase 7 interacting protein 2 [Homo sapiens]	Protein	MAP3K7IP2 [Homo sapiens]	44	1	1.0525646355376719	MAP3K7IP2 [Homo sapiens]	Gene	MAPK signaling pathway [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens]
mitogen-activated protein kinase kinase kinase 8 [Homo sapiens]	Protein	MAP3K8 [Homo sapiens]	6	1	0.965334020916348	MAP3K8 [Homo sapiens]	Gene	MAPK signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens]
mitogen-activated protein kinase kinase kinase 11 [Homo sapiens]	Protein	MAP3K11 [Homo sapiens]	14	2	0.8150188103220622	MAP3K11 [Homo sapiens]	Gene	
mitogen-activated protein kinase kinase kinase 14 [Homo sapiens]	Protein	MAP3K14 [Homo sapiens]	138	0	0.9371666318846477	MAP3K14 [Homo sapiens]	Gene	Apoptosis [Homo sapiens];Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens];MAPK signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];cig-smoke_TLR4_NFkB_IL8_pathway_lung;elastase_NFkB_IL8_pathway_lung;IL1B_NFkB_TGFB1_pathway_lung;NFkB-iNOS_pathway_;TLR2-NFkB_pathway_blood;TLR4-NFkB_pathway_blood;TNF-NFkB;TNF_IL1B_NFkB_pathway_lung;TNF_involves_NFkB-cJUN-AFT_
mitogen-activated protein kinase 1 [Homo sapiens]	Protein	MAPK1 [Homo sapiens]	79	1	0.9690672334090474	MAPK1 [Homo sapiens]	Gene	Long-term potentiation [Homo sapiens];Focal adhesion [Homo sapiens];GnRH signaling pathway [Homo sapiens];Insulin signaling pathway [Homo sapiens];VEGF signaling pathway [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];Long-term depression [Homo sapiens];Colorectal cancer [Homo sapiens];Pancreatic cancer [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];Glioma [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Gap junction [Homo sapiens];MAPK signaling pathway [Homo sapiens];mTOR signaling pathway [Homo sapiens];Axon guidance [Homo sapiens];Adherens junction [Homo sapiens];Type II diabetes mellitus [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Renal cell carcinoma [Homo sapiens];ErbB signaling pathway [Homo sapiens];Endometrial cancer [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Bladder cancer [Homo sapiens];Melanogenesis [Homo sapiens];Melanoma [Homo sapiens];Thyroid cancer [Homo sapiens];Non-small cell lung cancer [Homo sapiens];Prostate cancer [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Dorso-ventral axis formation [Homo sapiens];Inositol phosphate metabolism [Homo sapiens];IL1B-MAPK-MUC5AC_pathway_lung;IL17_IL6_MUC5B_pathway_lung;AKT-mTOR_regulated_skeletal-muscle-hypertrophy;IGF1-MAPK_pathway_blood;IGF1_MAPK pathway;IL-6_signaling_pathway;IL13_MUC5AC_pathway_lung;IL1B-MAPK-MUC2-MUC5AC_pathway_lung;IL1B_MAPK_MUC2_MUC5AC_pathway_lung;Insulin-MAPK-PI3K-AKT_pathway_;muscle_angiogenesis_pathway_blood;ROS_JNK_ERK_pathway_lung;ROS_MAPKs_MMP1_pathway_lung;ROS_TGFa_EGFR_pathway_lung;TGFbeta_signaling_pathway;TNFa-MUC5AC_pathway_lung;TNFa-VEGF_pathway_blood;TNFa_MUC5AC_pathway_lung
mitogen-activated protein kinase 14 isoform 1 [Homo sapiens]	Protein	MAPK14 [Homo sapiens]	69	1	0.9880737923148434	MAPK14 [Homo sapiens]	Gene	GnRH signaling pathway [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];VEGF signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];IL1B-MAPK-MUC5AC_pathway_lung;AKT-mTOR_regulated_skeletal-muscle-hypertrophy;IL1B-MAPK-MUC2-MUC5AC_pathway_lung;IL1B_MAPK_MUC2_MUC5AC_pathway_lung;IL1B_NFkB_TGFB1_pathway_lung;TLR4-AP1_pathway_blood;TNF-MAPK;TNFa-MUC5AC_pathway_lung;TNFa-VEGF_pathway_blood;TNFa_MUC5AC_pathway_lung;TNF_involves_NFkB-cJUN-AFT_
mitogen-activated protein kinase-activated protein kinase 2 isoform 2 [Homo sapiens]	Protein	MAPKAPK2 [Homo sapiens]	43	1	1.0513380656129339	MAPKAPK2 [Homo sapiens]	Gene	VEGF signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];IGF1-MAPK_pathway_blood;IGF1_MAPK pathway;TNF-MAPK
mutated in colorectal cancers [Homo sapiens]	Protein	MCC [Homo sapiens]	226	0	1.2259834040508333	MCC [Homo sapiens]	Gene	
midkine [Homo sapiens]	Protein	MDK [Homo sapiens]	91	2	0.9096340121359	MDK [Homo sapiens]	Gene	
microRNA 133a-1 [Homo sapiens]	Protein	MIRN133A1 [Homo sapiens]	0	0	0.9535824526728699	MIRN133A1 [Homo sapiens]	Gene	
microRNA 133b [Homo sapiens]	Protein	MIRN133B [Homo sapiens]	0	0	0.0	MIRN133B [Homo sapiens]	Gene	
myc proto-oncogene protein [Homo sapiens]	Protein	MYC [Homo sapiens]	288	2	0.8853837715118441	MYC [Homo sapiens];BUB3 [Homo sapiens];C1orf151 [Homo sapiens];ELAVL1 [Homo sapiens];HNRNPF [Homo sapiens];MKI67IP [Homo sapiens];NOB1 [Homo sapiens];NPM1 [Homo sapiens];PA2G4 [Homo sapiens];PVT1 [Homo sapiens];RAN [Homo sapiens];RCC1 [Homo sapiens];ZNF596 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	Colorectal cancer [Homo sapiens];Wnt signaling pathway [Homo sapiens];Jak-STAT signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];ErbB signaling pathway [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Thyroid cancer [Homo sapiens];Endometrial cancer [Homo sapiens];Bladder cancer [Homo sapiens];Small cell lung cancer [Homo sapiens];IGF1-MAPK_pathway_blood;IGF1_MAPK pathway;TGFbeta_signaling_pathway;TNF-MAPK;Cell cycle [Homo sapiens];;NFkB-iNOS_pathway_;;;;;;;;;
myogenic differentiation 1 [Homo sapiens]	Protein	MYOD1 [Homo sapiens]	36	1	1.6258149007887501	MYOD1 [Homo sapiens];FNDC5 [Homo sapiens];HMCN2 [Homo sapiens];ITGA8 [Homo sapiens];ITPKB [Homo sapiens];JSRP1 [Homo sapiens];KIAA1267 [Homo sapiens];MBD6 [Homo sapiens];REXO1 [Homo sapiens];ROCK1 [Homo sapiens];SPATA21 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	AKT-mTOR_regulated_skeletal-muscle-hypertrophy;NFkB-iNOS_pathway_;ECM-receptor interaction [Homo sapiens];;ECM-receptor interaction [Homo sapiens];Cell adhesion molecules (CAMs) [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Focal adhesion [Homo sapiens];Calcium signaling pathway [Homo sapiens];Inositol phosphate metabolism [Homo sapiens];Phosphatidylinositol signaling system [Homo sapiens];;;;;Leukocyte transendothelial migration [Homo sapiens];Focal adhesion [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];Axon guidance [Homo sapiens];Wnt signaling pathway [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];
myogenin [Homo sapiens]	Protein	MYOG [Homo sapiens]	12	1	1.7345675504857898	MYOG [Homo sapiens]	Gene	AKT-mTOR_regulated_skeletal-muscle-hypertrophy
nuclear cap binding protein subunit 1, 80kDa [Homo sapiens]	Protein	NCBP1 [Homo sapiens]	134	1	1.0313670037549794	NCBP1 [Homo sapiens]	Gene	
nuclear cap binding protein subunit 2, 20kDa [Homo sapiens]	Protein	NCBP2 [Homo sapiens]	194	1	1.0027318370128873	NCBP2 [Homo sapiens];ABCE1 [Homo sapiens];ACP1 [Homo sapiens];AGPS [Homo sapiens];ALG13 [Homo sapiens];ANGEL2 [Homo sapiens];API5 [Homo sapiens];ARF4 [Homo sapiens];ARFGEF2 [Homo sapiens];ASNS [Homo sapiens];ATF1 [Homo sapiens];GDNF [Homo sapiens];ATG12 [Homo sapiens];ATG5 [Homo sapiens];C10orf28 [Homo sapiens];C16orf63 [Homo sapiens];C2orf4 [Homo sapiens];C8orf33 [Homo sapiens];CCT2 [Homo sapiens];CCT5 [Homo sapiens];CHCHD7 [Homo sapiens];CPSF2 [Homo sapiens];CPSF3 [Homo sapiens];CTDSPL2 [Homo sapiens];CUL4B [Homo sapiens];DCTN5 [Homo sapiens];DCUN1D1 [Homo sapiens];DDA1 [Homo sapiens];DENR [Homo sapiens];DGUOK [Homo sapiens];DHX35 [Homo sapiens];DNAJB11 [Homo sapiens];ECT2 [Homo sapiens];EIF5A2 [Homo sapiens];ERCC8 [Homo sapiens];ERLIN1 [Homo sapiens];FAM149B1 [Homo sapiens];FAM62B [Homo sapiens];FIGNL1 [Homo sapiens];FOXO3 [Homo sapiens];FUSIP1 [Homo sapiens];GABPA [Homo sapiens];GALK2 [Homo sapiens];GDI2 [Homo sapiens];GFM1 [Homo sapiens];GNL3 [Homo sapiens];GOLT1B [Homo sapiens];GTF2A2 [Homo sapiens];GTF2H4 [Homo sapiens];HNRNPU [Homo sapiens];HSBP1 [Homo sapiens];HSP90AB1 [Homo sapiens];HSPA4 [Homo sapiens];HSPE1 [Homo sapiens];LSM8 [Homo sapiens];LYRM4 [Homo sapiens];MAPKAPK5 [Homo sapiens];MED6 [Homo sapiens];METTL8 [Homo sapiens];MKI67IP [Homo sapiens];MRPL42 [Homo sapiens];MTMR2 [Homo sapiens];NCBP1 [Homo sapiens];NFYA [Homo sapiens];NMD3 [Homo sapiens];NUDT21 [Homo sapiens];ORC5L [Homo sapiens];PCYT1A [Homo sapiens];PIGX [Homo sapiens];ZNF177 [Homo sapiens];POLH [Homo sapiens];POLQ [Homo sapiens];COASY [Homo sapiens];PPAT [Homo sapiens];PSPC1 [Homo sapiens];PUS7 [Homo sapiens];RABL3 [Homo sapiens];RBM14 [Homo sapiens];RNGTT [Homo sapiens];SEPSECS [Homo sapiens];ZEB2 [Homo sapiens];SIP1 [Homo sapiens];SFRS2IP [Homo sapiens];SLC9A3R2 [Homo sapiens];SLC39A9 [Homo sapiens];SPTLC1 [Homo sapiens];STIP1 [Homo sapiens];TIMM23 [Homo sapiens];TMEM167A [Homo sapiens];TMEM189-UBE2V1 [Homo sapiens];TMEM48 [Homo sapiens];TOX4 [Homo sapiens];TSN [Homo sapiens];UBE2L3 [Homo sapiens];UBE2N [Homo sapiens];UBE3C [Homo sapiens];UCHL5 [Homo sapiens];UTP15 [Homo sapiens];VDAC1 [Homo sapiens];VRK1 [Homo sapiens];YKT6 [Homo sapiens];YTHDC2 [Homo sapiens];ZNF259 [Homo sapiens];ZNHIT2 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	;;Adherens junction [Homo sapiens];Riboflavin metabolism [Homo sapiens];gamma-Hexachlorocyclohexane degradation [Homo sapiens];Ether lipid metabolism [Homo sapiens];;;;Cholera [Homo sapiens];;Alanine and aspartate metabolism [Homo sapiens];Nitrogen metabolism [Homo sapiens];TNF-MAPK;TNF_involves_NFkB-cJUN-AFT_;;Regulation of autophagy [Homo sapiens];Regulation of autophagy [Homo sapiens];;;;;;;;;;;Nucleotide excision repair [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];;;;;Purine metabolism [Homo sapiens];;;;;Nucleotide excision repair [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];;;;;;;;Galactose metabolism [Homo sapiens];;;;;Basal transcription factors [Homo sapiens];Basal transcription factors [Homo sapiens];Nucleotide excision repair [Homo sapiens];;;Antigen processing and presentation [Homo sapiens];MAPK signaling pathway [Homo sapiens];Antigen processing and presentation [Homo sapiens];;;;MAPK signaling pathway [Homo sapiens];TNF-MAPK;;;;;Aminosugars metabolism [Homo sapiens];Riboflavin metabolism [Homo sapiens];Fructose and mannose metabolism [Homo sapiens];Thiamine metabolism [Homo sapiens];;Antigen processing and presentation [Homo sapiens];;;Cell cycle [Homo sapiens];Glycerophospholipid metabolism [Homo sapiens];Aminophosphonate metabolism [Homo sapiens];Glycan structures - biosynthesis 2 [Homo sapiens];Glycosylphosphatidylinositol(GPI)-anchor biosynthesis [Homo sapiens];;DNA polymerase [Homo sapiens];DNA polymerase [Homo sapiens];Pantothenate and CoA biosynthesis [Homo sapiens];Purine metabolism [Homo sapiens];Glutamate metabolism [Homo sapiens];;;;;;;;;;;;Sphingolipid metabolism [Homo sapiens];;;;;;;;Parkinson's disease [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];;;Calcium signaling pathway [Homo sapiens];Parkinson's disease [Homo sapiens];;SNARE interactions in vesicular transport [Homo sapiens];;;
neutrophil cytosolic factor 1 isoform 1 [Homo sapiens]	Protein	NCF1 [Homo sapiens]	19	0	0.41231677749237333	NCF1 [Homo sapiens]	Gene	Leukocyte transendothelial migration [Homo sapiens]
N-myc downstream regulated gene 1 [Homo sapiens]	Protein	NDRG1 [Homo sapiens]	64	1	0.968607781632617	NDRG1 [Homo sapiens]	Gene	
neural precursor cell expressed, developmentally down-regulated 4 isoform 1 [Homo sapiens]	Protein	NEDD4 [Homo sapiens]	22	2	1.5711351454783669	NEDD4 [Homo sapiens]	Gene	Ubiquitin mediated proteolysis [Homo sapiens];Dentatorubropallidoluysian atrophy (DRPLA) [Homo sapiens];TNF_involves_NFkB-cJUN-AFT_
nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) [Homo sapiens]	Protein	NFKB2 [Homo sapiens]	147	1	0.87908996250682	NFKB2 [Homo sapiens];RELB [Homo sapiens]	Gene;Gene	Pancreatic cancer [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Apoptosis [Homo sapiens];Adipocytokine signaling pathway [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens];MAPK signaling pathway [Homo sapiens];Prostate cancer [Homo sapiens];Small cell lung cancer [Homo sapiens];Acute myeloid leukemia [Homo sapiens];
nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha [Homo sapiens]	Protein	NFKBIA [Homo sapiens]	78	1	1.039569709734534	NFKBIA [Homo sapiens];TNFAIP3 [Homo sapiens]	Gene;Gene	Adipocytokine signaling pathway [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Apoptosis [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Small cell lung cancer [Homo sapiens];Prostate cancer [Homo sapiens];TNF_NFkB_MMP9_pathway_lung;cig-smoke_TLR4_NFkB_IL8_pathway_lung;elastase_NFkB_IL8_pathway_lung;IL12-MMP9_pathway_blood;IL1B_NFkB_TGFB1_pathway_lung;NFkB-iNOS_pathway_;TLR2-NFkB_pathway_blood;TLR4-NFkB_pathway_blood;TNF-NFkB;TNF_IL1B_NFkB_pathway_lung;TNF_involves_NFkB-cJUN-AFT_;
nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta isoform b [Homo sapiens]	Protein	NFKBIB [Homo sapiens]	83	1	0.9612841510077903	NFKBIB [Homo sapiens]	Gene	Adipocytokine signaling pathway [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Apoptosis [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens];Prostate cancer [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Small cell lung cancer [Homo sapiens];TNF_NFkB_MMP9_pathway_lung
nov precursor [Homo sapiens]	Protein	NOV [Homo sapiens]	10	3	1.4377812475662735	NOV [Homo sapiens]	Gene	
nuclear receptor subfamily 3, group C, member 1 isoform alpha [Homo sapiens]	Protein	NR3C1 [Homo sapiens]	87	3	1.0810013164202565	NR3C1 [Homo sapiens];AGTPBP1 [Homo sapiens];ATP2C1 [Homo sapiens];ATXN7 [Homo sapiens];DMXL1 [Homo sapiens];FCF1 [Homo sapiens];FOXP1 [Homo sapiens];HNRNPD [Homo sapiens];LAMB1 [Homo sapiens];MBNL1 [Homo sapiens];NRD1 [Homo sapiens];PIAS1 [Homo sapiens];PPP3R1 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	Neuroactive ligand-receptor interaction [Homo sapiens];;;;;;;;ECM-receptor interaction [Homo sapiens];Focal adhesion [Homo sapiens];Small cell lung cancer [Homo sapiens];Cell Communication [Homo sapiens];Prion disease [Homo sapiens];Prion diseases [Homo sapiens];;;Jak-STAT signaling pathway [Homo sapiens];Small cell lung cancer [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Long-term potentiation [Homo sapiens];Apoptosis [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];VEGF signaling pathway [Homo sapiens];Axon guidance [Homo sapiens];Calcium signaling pathway [Homo sapiens];Wnt signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens]
nuclear receptor subfamily 4, group A, member 1 isoform a [Homo sapiens]	Protein	NR4A1 [Homo sapiens]	14	1	1.1307829550369433	NR4A1 [Homo sapiens];BCL2L1 [Homo sapiens];FMN2 [Homo sapiens];KIR2DS5 [Homo sapiens];LRRC43 [Homo sapiens];MAPK12 [Homo sapiens];MYOZ3 [Homo sapiens];PNPLA2 [Homo sapiens];RPL7L1 [Homo sapiens];UBL4B [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	MAPK signaling pathway [Homo sapiens];Pancreatic cancer [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Jak-STAT signaling pathway [Homo sapiens];Apoptosis [Homo sapiens];Small cell lung cancer [Homo sapiens];Amyotrophic lateral sclerosis (ALS) [Homo sapiens];Neurodegenerative Diseases [Homo sapiens];Focal adhesion [Homo sapiens];Prion disease [Homo sapiens];Prostate cancer [Homo sapiens];Prion diseases [Homo sapiens];Colorectal cancer [Homo sapiens];CD8-T-Lymphocyte_Apoptosis_pathway_blood;NO_ceramide_apoptosis_pathway_lung;TNF-alpha-apoptosis;TNFa_T-Lymphocyte_Apoptosis_pathway_blood;;Antigen processing and presentation [Homo sapiens];;GnRH signaling pathway [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];VEGF signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];;;;
